age,job,marital,education,device,day,month,time_spent,banner_views,banner_views_old,days_elapsed_old,outcome_old,X1,X2,X3,X4,y
44,salesman,single,university,smartphone,12,5,9.15,1,0,-1,na,0,0,0,0.07841410491529424,1
35,teacher,married,university,smartphone,17,4,15.65,2,1,319,failure,0,0,1,0.10446135129736894,0
32,entrepreneur,married,university,smartphone,29,1,13,1,0,-1,na,0,0,0,0.07828700088972818,0
26,manager,single,grad_school,smartphone,13,8,19.6,2,0,-1,na,0,0,0,0.07273073920069725,0
52,industrial_worker,married,high_school,smartphone,28,1,10.65,1,0,-1,na,0,0,0,0.07558150091696475,1
39,technology,single,university,smartphone,10,9,15.25,6,1,394,failure,0,0,0,0.07552702776315073,0
36,retired,single,grad_school,smartphone,12,5,18.85,3,0,-1,na,0,0,1,0.08654876255152252,0
43,manager,married,grad_school,na,26,5,1.9,2,0,-1,na,0,0,1,0.07217692880358796,0
34,freelance,single,grad_school,smartphone,30,4,21,1,0,-1,na,0,0,0,0.12239209776115338,1
46,manager,divorced,grad_school,smartphone,11,8,35.3,3,0,-1,na,0,0,0,0.08457865015524849,1
51,technology,single,university,smartphone,11,8,5.8,2,0,-1,na,0,0,1,0.15031866794981208,0
30,unemployed,married,high_school,smartphone,20,11,8.1,2,0,-1,na,1,0,0,0.08532311659070688,0
28,student,single,university,smartphone,14,5,33.9,2,0,-1,na,0,0,1,0.08530495887276887,1
57,industrial_worker,divorced,university,smartphone,11,5,9.5,2,0,-1,na,0,0,1,0.07562689521180978,0
37,manager,married,high_school,desktop,28,1,1.8,1,0,-1,na,0,0,0,0.11566466326512084,0
41,technology,married,university,smartphone,22,8,7.35,1,0,-1,na,0,0,0,0.0733934959054346,0
43,technology,married,university,smartphone,21,11,1.9,2,0,-1,na,1,0,0,0.07536360830170864,0
37,technology,married,grad_school,smartphone,25,8,9.1,1,1,193,success,0,0,1,0.0739563851615129,1
40,teacher,married,university,na,16,5,3.25,1,0,-1,na,0,0,1,0.09570933125124834,0
30,student,single,grad_school,desktop,5,3,9.45,5,0,-1,na,0,0,0,0.09585459299475242,1
28,salesman,single,university,smartphone,18,5,5.25,2,0,-1,na,0,0,1,0.07618978446788807,0
52,teacher,single,na,smartphone,24,2,11.6,2,0,-1,na,0,0,0,0.09302198899642293,1
32,technology,married,university,smartphone,13,5,0.05,8,3,299,other,0,0,1,0.06659343053765003,0
45,technology,married,university,smartphone,7,7,30.55,2,0,-1,na,0,0,0,0.0807836871062045,1
42,industrial_worker,divorced,high_school,smartphone,7,7,21.2,3,0,-1,na,0,0,1,0.07473716703284732,1
32,freelance,divorced,grad_school,smartphone,4,5,46.95,3,0,-1,na,0,0,0,0.10250031776006392,1
35,technology,divorced,university,na,20,5,12.75,1,0,-1,na,0,1,1,0.07233126940606105,0
37,industrial_worker,married,high_school,na,26,5,7.45,2,0,-1,na,0,0,1,0.07684346231365642,0
33,manager,married,grad_school,smartphone,19,8,0.1,16,0,-1,na,0,0,1,0.08013908811940515,0
32,teacher,married,grad_school,smartphone,25,7,2,1,0,-1,na,0,0,1,0.07440124925099413,0
28,freelance,single,grad_school,smartphone,16,11,21.95,2,4,33,success,0,0,0,0.07424690864852106,1
44,entrepreneur,married,grad_school,smartphone,28,1,14,2,3,153,failure,1,0,1,0.10424345868211284,0
48,manager,married,high_school,smartphone,5,3,3.35,6,0,-1,na,0,0,0,0.0783051586076662,0
25,industrial_worker,single,university,smartphone,15,7,70.1,4,0,-1,na,0,0,0,0.0762260999037641,0
32,industrial_worker,single,grad_school,na,13,11,4,1,0,-1,na,0,0,0,0.07915857135075263,1
28,technology,married,high_school,na,8,5,3.2,1,0,-1,na,0,0,1,0.07227679625224702,0
53,industrial_worker,married,high_school,smartphone,28,7,18.9,3,1,181,success,0,0,0,0.07558150091696475,1
82,retired,married,high_school,smartphone,22,10,14.8,3,1,107,success,0,0,0,0.15090879378279737,1
36,entrepreneur,married,university,smartphone,20,4,3.9,1,2,154,failure,0,0,1,0.07302126268770541,0
35,industrial_worker,married,university,na,30,5,12.75,3,0,-1,na,0,0,1,0.07766055962086685,0
21,student,single,high_school,desktop,18,1,13.85,5,5,285,success,0,0,0,0.07664372741633832,1
38,technology,married,university,smartphone,22,8,9.5,1,0,-1,na,0,0,0,0.07551794890418172,0
33,industrial_worker,married,university,na,26,5,10.55,2,0,-1,na,1,0,1,0.06947142883082454,0
33,industrial_worker,married,high_school,na,9,5,1.7,1,0,-1,na,0,0,1,0.07579031467325187,0
35,freelance,single,grad_school,smartphone,2,11,8.9,1,1,186,success,0,0,0,0.12239209776115338,1
64,retired,divorced,high_school,smartphone,17,2,7.2,1,0,-1,na,0,0,0,0.0756632106476858,1
34,freelance,married,grad_school,smartphone,28,8,36,11,0,-1,na,0,0,0,0.07280337007244929,1
34,teacher,single,university,na,20,5,2.1,11,0,-1,na,1,0,1,0.08715704610244585,0
32,salesman,single,university,smartphone,15,4,8.05,1,0,-1,na,0,0,0,0.07401085831532693,1
35,technology,married,university,smartphone,22,10,5.4,2,0,-1,na,0,0,0,0.09803351914731356,1
59,retired,divorced,university,na,4,6,12.75,2,0,-1,na,1,0,0,0.07538176601964665,0
35,manager,single,grad_school,smartphone,1,9,11.4,1,0,-1,na,1,0,0,0.08180959816970203,1
25,student,single,university,smartphone,30,4,6.95,1,7,84,success,0,0,0,0.09417500408548654,0
32,manager,single,grad_school,smartphone,18,8,10.45,4,0,-1,na,0,0,0,0.08294445554082763,0
41,manager,married,university,smartphone,27,2,3.85,2,0,-1,na,0,0,1,0.07534545058377064,1
31,industrial_worker,married,high_school,na,20,6,0.5,19,0,-1,na,0,0,1,0.07483703448150636,0
40,industrial_worker,married,university,smartphone,10,2,7.2,2,1,93,success,0,0,0,0.11874239645561346,1
36,salesman,married,university,smartphone,30,7,2.2,12,0,-1,na,0,0,1,0.07280337007244929,0
37,manager,married,grad_school,smartphone,9,11,12.9,1,0,-1,na,0,0,0,0.10508779256623027,1
70,manager,married,grad_school,smartphone,26,3,34.4,1,0,-1,na,0,0,0,0.08456049243731048,0
33,salesman,married,university,desktop,21,10,6.7,1,4,91,failure,0,0,1,0.10407096036170174,1
31,manager,married,grad_school,smartphone,12,10,9.65,4,14,165,success,0,0,0,0.11209667169030196,1
32,salesman,single,university,smartphone,29,7,11.55,5,0,-1,na,0,0,0,0.07362954623862873,0
22,student,single,university,desktop,18,8,10.25,1,2,197,failure,0,0,0,0.08141012837506582,1
57,manager,married,university,na,15,5,3.25,1,0,-1,na,0,0,1,0.10349899224665444,0
63,retired,married,university,smartphone,7,7,18.05,1,0,-1,na,0,0,0,0.23636809325803934,1
50,technology,married,university,smartphone,7,8,33,1,0,-1,na,0,0,0,0.10163782615800847,1
57,retired,married,university,smartphone,14,8,4.85,2,0,-1,na,0,0,0,0.07882265356889946,0
57,housekeeper,married,high_school,na,9,6,3.85,1,0,-1,na,0,0,0,0.07709767036478855,0
40,industrial_worker,married,high_school,smartphone,5,2,33.25,4,0,-1,na,0,0,1,0.07764240190292884,0
40,technology,married,university,smartphone,16,10,35.35,2,0,-1,na,0,0,0,0.09402974234198246,1
37,salesman,married,university,smartphone,22,5,14.4,1,6,10,failure,0,0,1,0.08681204946162366,1
38,teacher,married,grad_school,smartphone,31,7,4.4,5,0,-1,na,0,0,0,0.08377971056597606,0
31,teacher,divorced,grad_school,na,16,5,14.35,1,0,-1,na,0,0,1,0.074128883481924,0
34,teacher,divorced,university,smartphone,3,2,5.6,1,9,96,other,0,0,1,0.07880449585096146,0
34,teacher,married,university,na,20,5,3.95,2,0,-1,na,0,0,1,0.07325731302089954,0
53,housekeeper,married,university,smartphone,28,1,7,2,0,-1,na,0,0,0,0.07858660323570534,0
76,retired,married,grad_school,smartphone,22,10,16.7,1,1,183,success,0,0,0,0.09995823724874257,1
38,manager,single,grad_school,smartphone,15,4,6.45,5,9,145,failure,0,0,1,0.12871098360358071,1
38,manager,married,grad_school,smartphone,12,8,54.1,5,0,-1,na,0,0,0,0.08390681459154213,1
37,technology,married,grad_school,na,14,5,4.15,14,0,-1,na,0,1,1,0.07280337007244929,0
47,industrial_worker,married,high_school,smartphone,12,8,42.7,3,0,-1,na,0,0,0,0.07797831968478201,0
39,freelance,married,grad_school,na,6,6,27.2,1,0,-1,na,0,0,0,0.08230893541299729,1
50,unemployed,married,university,na,14,5,27.2,1,0,-1,na,0,0,1,0.07268534490585224,0
25,teacher,single,university,smartphone,30,4,15.85,1,0,-1,na,0,0,0,0.09836943692916675,1
34,entrepreneur,married,grad_school,smartphone,14,7,38.9,2,0,-1,na,0,0,1,0.074128883481924,1
30,manager,single,grad_school,smartphone,7,5,4.2,1,0,-1,na,0,0,1,0.07727016868519965,0
33,technology,married,university,na,20,5,17.5,1,0,-1,na,1,0,1,0.0737566502641948,0
30,technology,single,university,na,14,9,0.05,1,0,-1,na,0,0,0,0.07431953952027309,0
42,technology,single,university,smartphone,7,8,7.1,2,0,-1,na,1,0,0,0.07350244221306267,0
52,technology,divorced,university,na,15,5,3.15,7,0,-1,na,0,0,1,0.07651662339077225,0
34,manager,single,grad_school,smartphone,2,8,9.3,2,23,455,other,0,0,0,0.07530005628892561,1
31,teacher,married,university,smartphone,3,7,6.85,2,4,233,failure,0,0,1,0.08072921395239047,0
31,technology,married,university,na,6,5,5.5,1,0,-1,na,1,0,1,0.07295771067492238,0
43,industrial_worker,married,university,na,8,5,11.25,4,0,-1,na,0,0,1,0.08529588001379987,0
37,manager,single,grad_school,na,12,6,50,3,0,-1,na,0,0,0,0.15295153705082346,1
54,teacher,married,grad_school,na,5,5,33.15,2,0,-1,na,0,0,0,0.07447388012274617,1
32,industrial_worker,married,university,na,23,5,11.8,3,0,-1,na,0,0,1,0.09594538158444246,0
58,retired,married,high_school,na,30,5,5.2,2,0,-1,na,0,0,1,0.07815989686416211,0
38,technology,married,university,smartphone,12,8,45.8,4,0,-1,na,0,0,0,0.08622192362863836,1
30,salesman,married,grad_school,smartphone,22,4,6.75,1,0,-1,na,0,0,0,0.07353875764893868,1
42,entrepreneur,divorced,university,smartphone,12,5,28.5,1,0,-1,na,0,0,1,0.0758447878270659,1
48,unemployed,single,grad_school,na,16,6,53.95,1,0,-1,na,0,0,0,0.10211900568336571,1
49,manager,married,grad_school,desktop,17,10,10.65,1,0,-1,na,0,0,0,0.07280337007244929,1
24,student,single,na,smartphone,4,5,4,2,0,-1,na,0,0,0,0.07280337007244929,0
50,manager,married,grad_school,na,25,6,3.25,1,0,-1,na,1,0,0,0.07194995732936285,0
37,manager,married,university,smartphone,5,5,15.95,1,2,6,success,0,0,0,0.077932925389937,0
46,industrial_worker,married,high_school,na,18,6,3.95,1,0,-1,na,0,0,0,0.07786029451818495,0
32,manager,married,grad_school,smartphone,11,3,5.8,1,0,-1,na,0,0,0,0.15386850180669293,1
59,technology,married,university,smartphone,23,7,20.3,4,0,-1,na,1,0,1,0.07402901603326494,1
35,entrepreneur,married,high_school,smartphone,20,11,10.35,3,0,-1,na,0,0,1,0.0692262996386614,0
42,manager,married,grad_school,smartphone,9,12,13.9,7,4,183,success,0,0,0,0.07510940025057651,1
35,industrial_worker,single,university,desktop,30,10,7.5,1,0,-1,na,0,0,0,0.10569607611715359,1
43,manager,married,grad_school,smartphone,21,7,22.25,2,0,-1,na,0,1,0,0.07280337007244929,0
53,industrial_worker,single,high_school,smartphone,20,11,9.3,2,0,-1,na,0,0,0,0.1429284767490422,0
52,entrepreneur,married,grad_school,na,14,5,7.8,2,0,-1,na,1,0,1,0.07841410491529424,0
40,salesman,married,university,smartphone,18,5,9.55,2,6,293,other,0,0,1,0.07453743213552921,0
27,technology,single,university,desktop,14,10,14.55,1,1,93,success,0,0,0,0.07864107638951937,1
50,teacher,married,university,na,28,5,14,1,0,-1,na,0,0,0,0.10581410128375066,0
49,manager,married,grad_school,smartphone,29,8,3.8,2,0,-1,na,0,0,0,0.074128883481924,0
57,unemployed,married,university,smartphone,5,2,52.65,2,0,-1,na,0,0,0,0.10688540664209323,1
33,teacher,single,grad_school,smartphone,20,11,14,3,0,-1,na,0,0,0,0.10348083452871643,0
39,industrial_worker,single,high_school,smartphone,27,2,11.15,1,1,270,other,0,0,1,0.07807818713344107,1
51,housekeeper,divorced,grad_school,smartphone,4,8,43,1,0,-1,na,0,0,0,0.087447569589454,1
30,industrial_worker,married,university,smartphone,18,5,2.35,1,0,-1,na,0,0,1,0.07157772411163366,0
28,teacher,single,university,smartphone,9,7,8.9,1,0,-1,na,1,0,0,0.07647122909592723,0
32,teacher,married,university,smartphone,8,8,9.15,1,0,-1,na,0,0,0,0.09741615673742124,0
52,entrepreneur,married,grad_school,smartphone,20,11,2.95,1,2,164,failure,0,0,1,0.08292629782288961,0
29,technology,single,university,smartphone,23,7,3.95,6,0,-1,na,1,0,1,0.0680642056906288,0
31,manager,single,grad_school,smartphone,1,6,14.3,5,0,-1,na,0,0,0,0.07747898244148675,1
19,student,single,university,desktop,15,4,5.35,1,0,-1,na,0,0,0,0.07848673578704628,0
35,teacher,single,university,smartphone,13,5,53.15,1,0,-1,na,0,0,1,0.07280337007244929,1
56,industrial_worker,married,high_school,smartphone,15,4,12.7,2,0,-1,na,0,0,0,0.104561218746028,1
55,technology,married,na,smartphone,2,8,4.9,3,1,277,success,0,0,1,0.07498229622501044,1
27,salesman,single,university,smartphone,9,11,12.35,1,0,-1,na,0,0,1,0.12980952553883027,0
47,industrial_worker,married,university,smartphone,12,5,13.95,2,0,-1,na,1,0,1,0.08008461496559112,1
33,technology,single,university,smartphone,30,6,12.25,2,0,-1,na,0,0,0,0.07784213680024694,0
36,manager,married,grad_school,smartphone,25,8,4.95,5,0,-1,na,0,0,1,0.07816897572313111,0
44,retired,married,university,na,12,6,28.65,1,0,-1,na,0,0,0,0.09724365841701015,0
39,technology,single,na,na,6,5,80.65,1,0,-1,na,0,0,1,0.4836035807019774,1
32,freelance,divorced,high_school,smartphone,17,4,11.1,2,0,-1,na,0,0,1,0.07280337007244929,0
27,student,single,university,na,8,5,15.45,1,0,-1,na,0,0,1,0.07477348246872333,0
29,technology,married,university,smartphone,14,7,6.05,4,0,-1,na,0,0,0,0.07668912171118333,0
45,technology,single,grad_school,smartphone,15,6,11.65,5,2,285,success,0,0,0,0.091260690356436,1
33,manager,single,grad_school,desktop,20,8,1.55,9,0,-1,na,0,0,0,0.07475532475078532,0
35,salesman,divorced,university,smartphone,5,5,9.1,2,0,-1,na,0,0,1,0.07341165362337261,0
58,freelance,married,grad_school,smartphone,12,3,6.45,1,0,-1,na,0,0,0,0.12555154068236704,1
34,entrepreneur,married,grad_school,smartphone,5,2,6.3,10,0,-1,na,0,0,1,0.08257222232309844,1
42,technology,married,university,smartphone,30,3,17.55,2,2,181,failure,0,0,0,0.09234107457374757,0
60,manager,married,university,smartphone,8,7,12.8,1,0,-1,na,0,0,1,0.07938554282497776,0
49,teacher,married,university,na,7,5,4.45,2,0,-1,na,0,0,1,0.07576307809634485,0
33,freelance,married,grad_school,na,16,6,6.55,6,0,-1,na,0,0,0,0.07285784322626332,0
25,salesman,married,university,smartphone,23,7,14.75,2,0,-1,na,0,0,1,0.07345704791821764,0
36,salesman,single,university,na,27,5,3.1,3,0,-1,na,0,0,1,0.16098632723839268,0
56,unemployed,married,high_school,smartphone,21,4,11.65,1,0,-1,na,0,0,0,0.10358978083634449,1
30,manager,single,grad_school,smartphone,28,8,2.6,7,0,-1,na,0,0,0,0.07280337007244929,0
32,technology,single,university,na,26,5,16.95,4,0,-1,na,1,0,1,0.1315526664608792,0
55,salesman,married,university,na,9,5,4.05,3,0,-1,na,0,0,1,0.07788753109509197,0
35,salesman,married,university,na,7,5,13.2,2,0,-1,na,0,0,0,0.07759700760808382,0
35,industrial_worker,married,university,na,4,10,0.25,1,12,808,failure,1,0,0,0.07404717375120295,0
30,industrial_worker,married,high_school,desktop,17,7,12.9,5,0,-1,na,0,0,1,0.07402901603326494,0
30,industrial_worker,single,university,smartphone,5,2,11.1,1,1,365,failure,0,0,0,0.07487334991738238,0
36,teacher,divorced,university,smartphone,12,5,17.75,2,0,-1,na,0,0,1,0.06544041544858642,1
34,salesman,married,university,na,13,8,0.1,1,0,-1,na,0,0,0,0.07233126940606105,0
32,teacher,married,university,smartphone,14,5,29.85,3,0,-1,na,0,0,1,0.07901330960724856,1
38,industrial_worker,married,na,na,13,5,0.75,10,0,-1,na,0,0,0,0.07382928113594683,0
34,teacher,married,grad_school,smartphone,28,1,7.25,2,0,-1,na,0,0,0,0.07280337007244929,1
36,teacher,single,university,smartphone,20,11,4.05,2,1,184,other,0,0,1,0.16396419298022624,0
54,housekeeper,married,high_school,na,18,6,17,7,0,-1,na,0,0,0,0.10141085468378334,0
33,unemployed,married,university,smartphone,16,7,6.1,1,0,-1,na,0,0,1,0.07282152779038731,0
45,industrial_worker,married,high_school,smartphone,12,5,3.9,2,0,-1,na,0,0,1,0.08492364679607067,0
59,retired,married,high_school,smartphone,13,8,21.1,5,0,-1,na,0,0,0,0.07506400595573148,0
37,manager,married,grad_school,smartphone,24,11,8.85,2,0,-1,na,0,0,0,0.07280337007244929,0
29,industrial_worker,married,high_school,smartphone,13,4,14.35,3,0,-1,na,0,0,1,0.07296678953389138,0
31,unemployed,married,university,smartphone,4,6,5.55,4,0,-1,na,0,0,0,0.07285784322626332,1
41,teacher,married,university,smartphone,28,7,3.3,12,0,-1,na,0,0,1,0.07497321736604144,0
48,technology,married,university,smartphone,28,1,6.6,1,0,-1,na,0,0,0,0.07280337007244929,0
39,industrial_worker,married,high_school,na,8,5,40.15,1,0,-1,na,0,0,0,0.07343889020027963,1
53,manager,married,grad_school,smartphone,20,8,45.55,2,0,-1,na,0,0,0,0.07293955295698437,1
34,teacher,married,university,na,6,5,83.35,1,0,-1,na,0,0,0,0.08069289851651444,1
55,technology,divorced,university,smartphone,14,7,5.3,2,0,-1,na,1,0,0,0.07484611334047538,0
44,manager,married,grad_school,smartphone,28,8,9.65,4,0,-1,na,0,0,1,0.07477348246872333,0
41,technology,divorced,university,na,15,5,3.3,3,0,-1,na,0,0,1,0.07766963847983585,0
29,technology,single,university,smartphone,21,4,13.2,1,0,-1,na,0,0,0,0.10427069525901984,1
30,manager,married,university,smartphone,20,11,4.7,5,0,-1,na,0,0,1,0.10745737475714053,0
24,salesman,single,university,na,4,6,32.2,2,0,-1,na,0,0,1,0.07152325095781963,0
34,manager,single,grad_school,smartphone,15,5,0.2,2,0,-1,na,0,0,1,0.07441940696893215,0
39,manager,married,grad_school,smartphone,30,4,16.6,3,3,22,other,0,0,0,0.07280337007244929,1
56,industrial_worker,divorced,high_school,na,20,6,6.2,10,0,-1,na,0,0,0,0.07280337007244929,0
44,technology,divorced,university,na,27,5,9.6,1,0,-1,na,0,0,1,0.083661685399379,0
33,manager,married,grad_school,smartphone,30,4,5.25,1,0,-1,na,0,0,1,0.08148275924681786,0
53,salesman,married,grad_school,smartphone,8,8,6.15,2,0,-1,na,0,0,0,0.07277613349554228,0
57,manager,married,university,smartphone,12,8,14.55,1,0,-1,na,0,0,0,0.14210230058286275,0
65,retired,married,high_school,smartphone,14,4,3.1,1,0,-1,na,0,0,0,0.09253173061209667,0
53,salesman,married,na,na,5,5,24.65,2,0,-1,na,0,0,0,0.07296678953389138,0
60,technology,married,university,smartphone,2,2,4.25,1,2,216,failure,0,0,0,0.076053601583353,0
65,retired,divorced,university,smartphone,13,7,14.75,1,0,-1,na,0,0,0,0.08032066529878525,1
30,salesman,single,grad_school,smartphone,4,8,13.9,1,2,181,failure,0,0,0,0.08903636990902983,1
33,technology,married,grad_school,smartphone,8,7,17.6,1,0,-1,na,0,0,0,0.07046102445844606,0
29,housekeeper,married,university,na,23,5,0.2,2,0,-1,na,0,0,1,0.08027527100394022,0
33,technology,single,grad_school,smartphone,28,8,0.15,30,0,-1,na,0,0,0,0.07311205127739545,0
35,manager,single,grad_school,smartphone,21,4,16.15,3,0,-1,na,0,0,1,0.08869137326820765,1
29,salesman,married,university,smartphone,18,7,3.95,2,0,-1,na,0,0,1,0.07716122237757159,0
34,manager,married,grad_school,smartphone,30,4,15.35,1,5,160,other,0,0,0,0.10046665335100685,1
35,industrial_worker,married,high_school,na,30,5,9.45,3,0,-1,na,0,0,1,0.09282225409910483,0
24,unemployed,single,university,smartphone,24,5,18.25,2,0,-1,na,0,0,0,0.09616327419969858,1
24,salesman,single,na,smartphone,23,4,7.45,4,0,-1,na,0,0,0,0.09116082290777695,1
44,housekeeper,married,high_school,smartphone,30,7,60.05,2,0,-1,na,1,0,0,0.07138706807328454,1
41,teacher,married,university,smartphone,8,5,3.8,4,0,-1,na,1,0,0,0.07963067201714089,0
61,freelance,married,grad_school,smartphone,26,7,16.3,2,3,259,success,0,0,0,0.17140885733481015,1
50,industrial_worker,married,university,smartphone,30,7,8.6,4,0,-1,na,1,0,1,0.1039983294899497,0
36,industrial_worker,married,university,na,13,5,49.55,4,0,-1,na,0,0,1,0.08338024077133986,1
46,freelance,married,grad_school,na,7,5,11.55,1,0,-1,na,0,0,1,0.09371198227806729,0
27,salesman,single,university,smartphone,25,2,20.3,3,0,-1,na,0,0,1,0.07457374757140522,1
30,salesman,married,university,na,26,5,71.8,7,0,-1,na,0,0,1,0.0739745428794509,1
24,industrial_worker,married,university,na,12,5,9.5,2,0,-1,na,0,0,1,0.07495505964810342,0
32,teacher,married,grad_school,smartphone,11,7,3.75,2,0,-1,na,1,0,1,0.07280337007244929,0
30,freelance,married,high_school,smartphone,24,7,12.45,9,0,-1,na,0,0,1,0.08533219544967588,0
32,technology,married,university,smartphone,11,8,6.25,2,0,-1,na,0,0,1,0.1017104570297605,0
37,industrial_worker,single,university,smartphone,21,11,0.05,3,2,185,failure,0,0,1,0.10104770032502315,0
33,manager,married,grad_school,na,20,5,63.85,2,0,-1,na,0,0,0,0.08075645052929747,0
28,industrial_worker,single,university,na,26,5,6.7,3,0,-1,na,0,0,0,0.07323915530296152,0
27,industrial_worker,single,university,na,28,5,34.2,2,0,-1,na,1,0,1,0.0754725546093367,1
42,housekeeper,single,high_school,na,15,5,2.2,2,0,-1,na,0,0,1,0.12522470175948286,0
21,industrial_worker,single,university,smartphone,6,3,12.8,1,0,-1,na,0,0,0,0.07899515188931056,1
33,salesman,married,university,smartphone,29,1,28.4,1,0,-1,na,0,0,1,0.07280337007244929,0
38,manager,divorced,grad_school,na,8,5,23.25,1,0,-1,na,0,0,1,0.0810106585804296,0
30,teacher,single,university,smartphone,13,5,19,1,0,-1,na,0,0,1,0.07449203784068419,0
56,salesman,married,grad_school,smartphone,4,8,5.7,1,0,-1,na,0,0,0,0.10439779928458591,0
33,industrial_worker,married,university,smartphone,12,5,41.7,1,0,-1,na,0,0,1,0.08406115519401522,1
37,industrial_worker,single,university,smartphone,11,5,68.9,2,0,-1,na,0,0,1,0.07401085831532693,1
44,technology,married,university,smartphone,26,8,5.9,2,0,-1,na,0,0,0,0.0783233163256042,0
44,unemployed,divorced,high_school,na,30,5,24.4,4,0,-1,na,0,0,0,0.07967606631198591,0
33,salesman,divorced,university,na,23,5,24.3,4,0,-1,na,0,1,1,0.07588110326294191,0
29,unemployed,single,high_school,smartphone,14,5,59.75,2,7,178,success,0,0,0,0.08527772229586185,1
31,manager,single,grad_school,smartphone,20,11,12.05,4,0,-1,na,1,0,1,0.0709149674068963,0
44,teacher,married,na,na,6,5,7.5,2,0,-1,na,1,0,0,0.07316652443120948,0
22,industrial_worker,single,high_school,na,13,5,7.5,3,0,-1,na,0,0,1,0.0712781217656565,0
28,industrial_worker,single,grad_school,smartphone,23,4,5.3,4,0,-1,na,0,0,0,0.11001761298639987,1
51,industrial_worker,married,na,na,7,5,12.3,6,0,-1,na,0,0,1,0.07313928785430247,0
35,salesman,married,university,smartphone,11,5,7.55,2,0,-1,na,1,0,1,0.07498229622501044,0
38,industrial_worker,single,university,smartphone,15,7,12.5,5,0,-1,na,1,0,0,0.07589018212191091,0
32,manager,single,grad_school,na,21,5,5.75,1,0,-1,na,0,0,1,0.07941277940188476,0
48,manager,divorced,grad_school,smartphone,14,5,3.1,1,2,363,other,0,0,1,0.07771503277468088,0
24,industrial_worker,single,university,na,12,6,22.75,3,0,-1,na,0,1,1,0.07096036170174133,1
42,industrial_worker,married,university,smartphone,20,4,8.55,2,2,270,failure,1,0,1,0.09747062989123527,0
39,housekeeper,married,high_school,smartphone,14,7,18.35,3,0,-1,na,0,0,1,0.07311205127739545,0
40,teacher,married,high_school,na,29,5,13.7,1,0,-1,na,0,0,1,0.08473299075772157,0
37,salesman,married,university,smartphone,16,2,6.4,2,0,-1,na,0,0,1,0.08681204946162366,1
36,teacher,single,university,smartphone,21,8,5.25,2,0,-1,na,0,0,0,0.07287600094420134,0
28,industrial_worker,married,university,na,19,5,28.05,5,0,-1,na,0,0,1,0.07483703448150636,0
57,unemployed,divorced,university,smartphone,20,11,3.35,3,0,-1,na,0,0,0,0.07283060664935631,0
35,technology,single,university,smartphone,29,8,31.65,2,0,-1,na,0,0,1,0.10448858787427596,1
42,manager,married,grad_school,smartphone,10,11,9.15,2,0,-1,na,0,0,0,0.09836943692916675,1
29,technology,single,university,na,29,5,13.8,2,0,-1,na,0,0,1,0.07647122909592723,0
36,industrial_worker,married,university,smartphone,31,7,4.55,2,0,-1,na,0,0,1,0.07936738510703975,0
52,industrial_worker,single,high_school,smartphone,30,7,4.65,4,0,-1,na,0,0,0,0.08551377262905598,0
39,technology,married,university,smartphone,11,8,10.4,2,0,-1,na,0,0,0,0.07638044050623717,0
28,student,single,university,smartphone,20,8,6.85,1,1,90,failure,0,0,0,0.0902801735877835,0
53,manager,married,high_school,smartphone,9,7,15.9,3,0,-1,na,0,0,0,0.07154140867575763,0
43,manager,married,grad_school,smartphone,18,8,1.3,4,0,-1,na,0,0,0,0.1912280064641476,0
34,manager,single,grad_school,smartphone,13,8,43.05,4,0,-1,na,0,0,1,0.1620213171608592,1
80,retired,married,university,desktop,9,6,35.1,1,12,64,failure,0,0,0,0.14819421495106494,1
35,manager,single,grad_school,smartphone,20,8,9.25,1,0,-1,na,0,0,0,0.08874584642202168,1
46,housekeeper,married,high_school,smartphone,30,10,8.25,1,1,197,failure,0,0,0,0.10468832277159407,1
25,industrial_worker,single,university,smartphone,23,7,31.15,1,0,-1,na,0,0,1,0.07056089190710511,1
29,manager,single,grad_school,smartphone,18,2,12.7,7,0,-1,na,0,0,0,0.21315345087429413,1
43,industrial_worker,married,high_school,na,12,6,1,1,0,-1,na,0,0,0,0.07280337007244929,0
29,manager,married,grad_school,na,7,5,83.95,4,0,-1,na,1,0,1,0.07461006300728125,1
50,manager,divorced,grad_school,na,8,5,11.15,2,0,-1,na,0,0,1,0.07919488678662866,0
27,teacher,married,grad_school,smartphone,10,2,7.45,1,0,-1,na,0,0,0,0.07346612677718664,1
34,teacher,divorced,university,smartphone,12,5,25.25,1,5,350,failure,0,0,1,0.07715214351860258,1
29,teacher,single,university,na,16,5,39.65,1,0,-1,na,1,0,1,0.07428322408439707,1
55,technology,married,high_school,smartphone,4,2,8.75,2,3,247,other,0,0,1,0.0802298767090952,0
32,technology,single,grad_school,smartphone,25,5,30.25,4,0,-1,na,0,0,1,0.07874094383817842,1
45,teacher,married,university,smartphone,6,2,0.1,5,0,-1,na,0,0,0,0.07539084487861565,0
60,technology,married,university,smartphone,25,5,31.55,4,0,-1,na,0,0,0,0.07280337007244929,1
33,industrial_worker,married,high_school,na,30,5,9.55,4,0,-1,na,0,0,1,0.08190038675939208,0
45,industrial_worker,married,high_school,smartphone,18,8,5.9,4,0,-1,na,1,0,0,0.07323007644399251,0
34,industrial_worker,single,university,na,27,5,7.15,2,0,-1,na,0,0,1,0.07193179961142483,0
